Unnamed: 0,title,company,location,time,url
188,BECARIO/A DATA ANALYST CLIENTE,MANGO,Barcelona,Hace 4 semanas,https://es.linkedin.com/jobs/view/becario-a-data-analyst-cliente-at-mango-3654863732?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=kn1SFccQJjQbqjcvyXGweg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
189,"Data Analyst - Barcelona, España",Triangle Talent - Solutions RRHH (España),Barcelona,Hace 20 horas,https://es.linkedin.com/jobs/view/data-analyst-barcelona-espa%C3%B1a-at-triangle-talent-solutions-rrhh-espa%C3%B1a-3658333032?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=xBYuAFQ4xuWGQE8oOC943g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
190,Senior Data Analyst,TravelPerk,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/senior-data-analyst-at-travelperk-3612708323?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=gOLMIkqTjZsDP8viwrhPxQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
191,Business Data Analyst,Lyreco España,Cornellà de Llobregat,Hace 3 días,https://es.linkedin.com/jobs/view/business-data-analyst-at-lyreco-espa%C3%B1a-3601557391?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=Z%2B3aM7w3FNA6d68bIJXAug%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
192,Analista de Datos con MicroStrategy y Power BI (f/m),T-Systems Iberia,Barcelona,Hace 2 días,https://es.linkedin.com/jobs/view/analista-de-datos-con-microstrategy-y-power-bi-f-m-at-t-systems-iberia-3654441361?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=la06bHRHozsDAts3IqHaaw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
193,Marketing Data Analyst (Junior),Grupo Planeta,Hospitalet de Llobregat,Hace 2 semanas,https://es.linkedin.com/jobs/view/marketing-data-analyst-junior-at-grupo-planeta-3639519589?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=vpNRad8kiwvc132iPkiDlw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
194,Data Analyst,Sunhero,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-at-sunhero-3645233332?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=mJ%2FhIIpAtBzbGfHq7yNYmw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
195,Marketing Data Analyst,Contentsquare,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/marketing-data-analyst-at-contentsquare-3630238515?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=AwyhcuTxCE%2BXHiTmvifmhw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
196,Data Analyst,Grupo Planeta,Hospitalet de Llobregat,Hace 2 meses,https://es.linkedin.com/jobs/view/data-analyst-at-grupo-planeta-3596696248?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=eE9VOBiJnXdNFP003K8gWA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
197,Data Analyst,HOLA CONSULTORES SL,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analyst-at-hola-consultores-sl-3622098728?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=L%2B1NA%2FE50T%2B1g%2FUXNLFirQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
198,Data Analyst,HOLA CONSULTORES SL,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analyst-at-hola-consultores-sl-3624462514?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=QmKObcSv24v3cqIsb7tq9g%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
199,Data Governance Analyst,Cognodata,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/data-governance-analyst-at-cognodata-3641903494?refId=LmHLqc2XCC2YJGeJ%2BOJlfw%3D%3D&trackingId=iq4ZtgoLUDKe7d96pW2OZg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
200,Data Quality Analyst,PepsiCo,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-quality-analyst-at-pepsico-3611365204?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=SF3ToQF7LLXsepe1v1w9rg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card
201,Data Analyst,Danone,Barcelona,Hace 3 meses,https://es.linkedin.com/jobs/view/data-analyst-at-danone-3591949304?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=Qe%2BDQJeELEZx8TKjnfOMrQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card
202,Data Analyst,Popcarte,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-analyst-at-popcarte-3632534242?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=g2iw7cEiYAsKV5ZEjv71ew%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card
203,Middle Data Analyst - Python (Incorporación en septiembre) - Barcelona,Teralco Group,Barcelona,Hace 21 horas,https://es.linkedin.com/jobs/view/middle-data-analyst-python-incorporaci%C3%B3n-en-septiembre-barcelona-at-teralco-group-3658323687?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=gaSlArKCv2de3zml41h%2BLw%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card
204,Becario/a Analista de Datos,Grupo Planeta,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/becario-a-analista-de-datos-at-grupo-planeta-3639526028?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=69OVkcuhAuoCnhDL4XF%2Beg%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card
205,Business Intelligence / Data Analyst (m/f/d),TecAlliance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-intelligence-data-analyst-m-f-d-at-tecalliance-3640066164?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=22eGXXy%2B33V%2BYV32gUoH3w%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
206,Senior Data Analyst,MANGO,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/senior-data-analyst-at-mango-3640479673?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=D%2F2AXYtjUiZfCco30b%2ByaQ%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card
207,Senior Data Analyst,MANGO,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-mango-3639779311?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=MeNABnrgArjHwQs0EakU3A%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
208,Consultor/a de Estrategia Data Analyst,etalentum Selección,Sabadell y alrededores,Hace 2 semanas,https://es.linkedin.com/jobs/view/consultor-a-de-estrategia-data-analyst-at-etalentum-selecci%C3%B3n-3642902371?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=%2FgAgECYzQdouNMvoCaN7bQ%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
209,Becario/a Analista de Datos,Grupo Planeta,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/becario-a-analista-de-datos-at-grupo-planeta-3633367465?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=z5B37Xpfh7QcBWBLyUv%2BBA%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
210,Junior Analytics Engineer,Exoticca,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/junior-analytics-engineer-at-exoticca-3639804168?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=qP6Pm06pbe2LL7o0PsmRoA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
211,Data Analyst,Winning Spain,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-at-winning-spain-3647691336?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=8ypAmtgy00GpPkEwog9BGg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
212,Data Analyst,Page Personnel,Sant Cugat del Vallès,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analyst-at-page-personnel-3632792183?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=%2FjdaFqR%2B8cKHVdT5vHdVVg%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
213,BI Data Analyst,eDreams ODIGEO,Barcelona,Hace 23 horas,https://es.linkedin.com/jobs/view/bi-data-analyst-at-edreams-odigeo-3656553634?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=0CgOYy2PsQdhnnr2%2FsXe4w%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
214,Senior marketing Data Analyst,Antal International,Barcelona,Hace 22 horas,https://es.linkedin.com/jobs/view/senior-marketing-data-analyst-at-antal-international-3656531741?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=CLgIonhGp4q71r%2BMVH2j0A%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
215,Data and Reporting Analyst,beside Talent,Sabadell,Hace 1 mes,https://es.linkedin.com/jobs/view/data-and-reporting-analyst-at-beside-talent-3628595473?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=CdIFVWzJ41BRJ3B80jpPKg%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
216,BI Analyst - Tableau or other BI Tools,TransPerfect,Barcelona,Hace 2 meses,https://es.linkedin.com/jobs/view/bi-analyst-tableau-or-other-bi-tools-at-transperfect-3495642414?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=ZKRHs%2BgqEn%2FFPYwp6UcKUg%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
217,Data Analyst It · Barcelona,Malthus Darwin,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-it-%C2%B7-barcelona-at-malthus-darwin-3645918485?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=WmXEa8JdaWWyhs2p0Vnzzg%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card
218,Data Event Analyst,NextLink Group,Sant Cugat del Vallès,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-event-analyst-at-nextlink-group-3638308681?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=2RCTBkqj%2F4e9yXrz0GR9cA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card
219,Data Analyst (on-site),Michael Page,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/data-analyst-on-site-at-michael-page-3646989199?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=IMv3gGVLxsNsTyi79Ara8w%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
220,BI Analyst,Criteo,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/bi-analyst-at-criteo-3651025678?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=u0fF1bhoTdIdB1ZBhgtodQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
221,Data Analyst,Prosperity Recruitment,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analyst-at-prosperity-recruitment-3626841679?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=LM29OgXG2xneiPKIeC5dxA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
222,Data Analyst,The Knot Worldwide,Barcelona,Hace 2 días,https://es.linkedin.com/jobs/view/data-analyst-at-the-knot-worldwide-3657234795?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=VKe9hGAYxkqc333T5SeR9g%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
223,Staff Data Analyst,Kiwi.com,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/staff-data-analyst-at-kiwi-com-3649977456?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=g5n2UzD54uLPJJig0PtU3Q%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
224,Analista de datos (CRO),snowball,Barcelona,Hace 3 días,https://es.linkedin.com/jobs/view/analista-de-datos-cro-at-snowball-3651628424?refId=G8EBCqd7W0LWALoiGpYczg%3D%3D&trackingId=iwCA3nUekf3IABpopg4P2Q%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
225,Procurement Data Analyst,Allianz Technology,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/procurement-data-analyst-at-allianz-technology-3632195074?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=I8RQpOUC7Kk2r8j6niE%2BZQ%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
226,Senior Data Analyst 40% Remoto,Page Personnel,Barcelona y alrededores,Hace 1 día,https://es.linkedin.com/jobs/view/senior-data-analyst-40%25-remoto-at-page-personnel-3657208153?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=9JAqQNjza6V0mYDKZwIW8g%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
227,Data Analyst,The Knot Worldwide,Sant Cugat del Vallès,Hace 2 días,https://es.linkedin.com/jobs/view/data-analyst-at-the-knot-worldwide-3657240489?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=uV4tyMrz56Wi07Gz8krNJQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
228,Senior Data Analyst,TravelPerk,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-travelperk-3636090866?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=UbCTgG1K%2FICTCZ4QBM3Giw%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
229,Senior Data Analyst - Growth (They/She/He),Glovo,Barcelona,Hace 23 horas,https://es.linkedin.com/jobs/view/senior-data-analyst-growth-they-she-he-at-glovo-3614803215?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=%2FNFIAYoWpcrFT2w2G7VhQw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
230,Data Insights Analyst - DCR,Schneider Electric,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-insights-analyst-dcr-at-schneider-electric-3624595839?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=sNQ5jOwOIMFPlUdGQ8AZew%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
231,Product Data Analyst - Logistics - Supply&Demand (They/She/He),Glovo,Barcelona y alrededores,Hace 1 semana,https://es.linkedin.com/jobs/view/product-data-analyst-logistics-supply-demand-they-she-he-at-glovo-3646697703?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=uTnebwZOf2LrLaODnSuosw%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
232,Analista Business Intelligence (2 días teletrabajo),Mystery Project,Terrassa,Hace 1 mes,https://es.linkedin.com/jobs/view/analista-business-intelligence-2-d%C3%ADas-teletrabajo-at-mystery-project-3606873739?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Xtwa6X%2FR3LzYcKRTlmp%2BRA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
233,Data Engineer,Experfy,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-experfy-3646111584?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=TAYPwoUKf%2FHh%2FSDlq4pfMw%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
234,Product Data Analyst - Logistics (They/She/He),Glovo,Barcelona,Hace 49 minutos,https://es.linkedin.com/jobs/view/product-data-analyst-logistics-they-she-he-at-glovo-3596136421?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=GGoLxb%2FXdZ1Hq5JfKnuCQQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
235,Business Intelligence trainee,HARTMANN GROUP,Mataró,Hace 2 meses,https://es.linkedin.com/jobs/view/business-intelligence-trainee-at-hartmann-group-3502820674?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=G4Czg3jBzBwciynMzz%2BENA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
236,Digital Analytics Internship,aurorajobs,Barcelona,Hace 2 días,https://es.linkedin.com/jobs/view/digital-analytics-internship-at-aurorajobs-3654535280?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=qjIryc5RjIbGrR4ZK4cHrQ%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
237,Business Intelligence / Data Analyst (m/w/d),TecAlliance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/business-intelligence-data-analyst-m-w-d-at-tecalliance-3640065329?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=V3YgLwmbeFmfujFDsGSgKg%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
238,Data Engineer,Coniq,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-engineer-at-coniq-3609300512?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=sWM0spuOgrbQqvNqFluikQ%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
239,Data Analytics Consultant - Barcelona,Making Science,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/data-analytics-consultant-barcelona-at-making-science-3611947552?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Aa7SXmluLeg026CE2msoyw%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
240,Prácticas como Data Analyst & CRO,ARKANA - La empresa de las Apps,Barcelona,Hace 1 mes,https://es.linkedin.com/jobs/view/pr%C3%A1cticas-como-data-analyst-cro-at-arkana-la-empresa-de-las-apps-3623027096?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=P98BEq1rce9jEbYHa7%2B9%2FQ%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
241,Business Intelligence Analyst - Sector Financiero,Winning,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/business-intelligence-analyst-sector-financiero-at-winning-3650760815?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=Hu7sZgFASvqG7OV19IkcNA%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
242,Revenue Intelligence Analyst,Innovamat,Sant Cugat del Vallès,Hace 1 mes,https://es.linkedin.com/jobs/view/revenue-intelligence-analyst-at-innovamat-3651637467?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=VLgNUh5O9ncAcbkchANbhg%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
243,Senior Data Analyst - Marketing Analytics,Back Market,Barcelona,Hace 1 día,https://es.linkedin.com/jobs/view/senior-data-analyst-marketing-analytics-at-back-market-3655590359?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=XPEQ1NvU2LX%2FcJuPbvyQuw%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
244,Middle Data Engineer - Python (Incorporación en septiembre) - Barcelona,Teralco Group,Barcelona,Hace 21 horas,https://es.linkedin.com/jobs/view/middle-data-engineer-python-incorporaci%C3%B3n-en-septiembre-barcelona-at-teralco-group-3658314358?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=RYzwTOvAMMOie0PvcmWAXA%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
245,Data Engineer,Exoticca,Barcelona,Hace 3 semanas,https://es.linkedin.com/jobs/view/data-engineer-at-exoticca-3636831376?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=pKxhN5VQRSBuqZGTaHQT5w%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
246,European Data Analyst,Diversey,Viladecans,Hace 1 mes,https://es.linkedin.com/jobs/view/european-data-analyst-at-diversey-3613020010?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=6HXGlI4YJNscCPQ8SGAXvw%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
247,Senior Data Analyst,Zurich Insurance,Barcelona,Hace 2 semanas,https://es.linkedin.com/jobs/view/senior-data-analyst-at-zurich-insurance-3640266367?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=7VUREkPBP5Whfl8xScH1%2FQ%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
248,Power BI Consultant (I&D),Capgemini,Barcelona,Hace 1 semana,https://es.linkedin.com/jobs/view/power-bi-consultant-i-d-at-capgemini-3642774122?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=rIk8H1fPSIzZx8%2B0E0eAKQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
249,"Data Analyst (Hybrid, Barcelona based candidates ONLY)",Joppy,Barcelona,Hace 5 días,https://es.linkedin.com/jobs/view/data-analyst-hybrid-barcelona-based-candidates-only-at-joppy-3653931245?refId=SyafkfUXzh3bfaIoEcXawg%3D%3D&trackingId=aE8ocbVUDJ6irduBN6bc4g%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
